=== Shared String - Reader-Writer Problem ===
Mode: reader_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:43:31.996] [R1] started
[00:43:31.996] [R1] read: "Initial string content."
[00:43:31.996] [R3] started
[00:43:31.996] [R3] read: "Initial string content."
[00:43:31.997] [R2] started
[00:43:31.997] [R2] read: "Initial string content."
[00:43:31.997] [W1] started
[00:43:31.997] [W1] wrote: "A"
[00:43:31.997] [W3] started
[00:43:31.997] [W3] wrote: "A"
[00:43:31.997] [W2] started
[00:43:31.997] [W2] wrote: "A"
[00:43:31.997] [R5] started
[00:43:31.997] [R5] read: "A"
[00:43:31.997] [R4] started
[00:43:31.997] [R4] read: "A"
[00:43:31.997] [W4] started
[00:43:31.997] [W4] wrote: "A"
[00:43:31.997] [W5] started
[00:43:31.997] [W5] wrote: "A"
[00:43:31.997] [W6] started
[00:43:31.997] [W6] wrote: "A"
[00:43:31.997] [W7] started
[00:43:31.997] [W7] wrote: "A"
[00:43:31.997] [W8] started
[00:43:31.997] [W8] wrote: "A"
[00:43:32.021] [R5] read: "A"
[00:43:32.028] [R2] read: "A"
[00:43:32.031] [R4] read: "A"
[00:43:32.040] [R3] read: "A"
[00:43:32.041] [R1] read: "A"
[00:43:32.056] [W8] wrote: "Hello World!"
[00:43:32.068] [R4] read: "Hello World!"
[00:43:32.071] [W6] wrote: "Hello World!"
[00:43:32.077] [W3] wrote: "Hello World!"
[00:43:32.077] [W4] wrote: "Hello World!"
[00:43:32.078] [R2] read: "Hello World!"
[00:43:32.078] [W2] wrote: "Hello World!"
[00:43:32.079] [W5] wrote: "Hello World!"
[00:43:32.079] [R5] read: "Hello World!"
[00:43:32.081] [W1] wrote: "Hello World!"
[00:43:32.085] [R3] read: "Hello World!"
[00:43:32.094] [W7] wrote: "Hello World!"
[00:43:32.098] [R1] read: "Hello World!"
[00:43:32.101] [R4] read: "Hello World!"
[00:43:32.103] [R5] read: "Hello World!"
[00:43:32.105] [R2] read: "Hello World!"
[00:43:32.114] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.120] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.121] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.122] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.125] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.135] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.144] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.144] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.152] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.157] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.158] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.159] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:32.162] [R2] read: "Operating systems manage hardware and software resources."
[00:43:32.166] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.167] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.169] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.185] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:32.191] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:32.192] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:32.193] [W4] wrote: "Operating systems manage hardware and software resources."
[00:43:32.195] [R3] read: "Operating systems manage hardware and software resources."
[00:43:32.195] [R4] read: "Operating systems manage hardware and software resources."
[00:43:32.198] [R1] read: "Operating systems manage hardware and software resources."
[00:43:32.202] [R5] read: "Operating systems manage hardware and software resources."
[00:43:32.203] [W8] wrote: "X"
[00:43:32.206] [W5] wrote: "Operating systems manage hardware and software resources."
[00:43:32.209] [W1] wrote: "Operating systems manage hardware and software resources."
[00:43:32.227] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:32.229] [W2] wrote: "Operating systems manage hardware and software resources."
[00:43:32.230] [R4] read: "Operating systems manage hardware and software resources."
[00:43:32.233] [R2] read: "Operating systems manage hardware and software resources."
[00:43:32.237] [R3] read: "Operating systems manage hardware and software resources."
[00:43:32.244] [W3] wrote: "X"
[00:43:32.244] [R1] read: "X"
[00:43:32.251] [R5] read: "X"
[00:43:32.261] [W5] wrote: "X"
[00:43:32.262] [W1] wrote: "X"
[00:43:32.265] [R1] read: "X"
[00:43:32.266] [W7] wrote: "Operating systems manage hardware and software resources."
[00:43:32.280] [W2] wrote: "X"
[00:43:32.281] [R2] read: "X"
[00:43:32.284] [W4] wrote: "X"
[00:43:32.285] [R4] read: "X"
[00:43:32.293] [R3] read: "X"
[00:43:32.297] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.308] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.318] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.322] [W6] wrote: "X"
[00:43:32.324] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.325] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.326] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.328] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.330] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.336] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.340] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.342] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.349] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.352] [W7] wrote: "X"
[00:43:32.355] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.356] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:32.361] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:32.363] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.370] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.376] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.377] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:32.377] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:32.387] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:32.388] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.396] [R3] read: "Readers and writers must coordinate access to shared data."
[00:43:32.397] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.401] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:32.408] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.408] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:32.409] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:32.415] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:32.417] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.421] [R3] read: "Readers and writers must coordinate access to shared data."
[00:43:32.433] [W8] wrote: "Race!"
[00:43:32.435] [R4] read: "Race!"
[00:43:32.435] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:32.440] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.443] [W4] wrote: "Race!"
[00:43:32.449] [R1] read: "Race!"
[00:43:32.450] [R2] read: "Race!"
[00:43:32.450] [W6] wrote: "Race!"
[00:43:32.457] [R5] read: "Race!"
[00:43:32.457] [W1] wrote: "Race!"
[00:43:32.463] [R3] read: "Race!"
[00:43:32.467] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:43:32.472] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:32.474] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:32.477] [W2] wrote: "Race!"
[00:43:32.483] [W3] wrote: "Race!"
[00:43:32.498] [R3] read: "Race!"
[00:43:32.503] [R1] read: "Race!"
[00:43:32.503] [R2] read: "Race!"
[00:43:32.507] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.512] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.513] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.517] [W5] wrote: "Race!"
[00:43:32.519] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.521] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.523] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.523] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.528] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.529] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.543] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.549] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.550] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.551] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.554] [W7] wrote: "Race!"
[00:43:32.564] [R1] read: "Race!"
[00:43:32.575] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:32.576] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.579] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:32.581] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:43:32.581] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:43:32.584] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:43:32.584] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:32.591] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:32.591] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:43:32.605] [R1] read: "Pthread library provides powerful threading primitives."
[00:43:32.606] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:32.611] [W3] wrote: "Pthread library provides powerful threading primitives."
[00:43:32.611] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:32.613] [R4] read: "Pthread library provides powerful threading primitives."
[00:43:32.618] [W6] wrote: "Pthread library provides powerful threading primitives."
