=== Shared String - Reader-Writer Problem ===
Mode: writer_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:43:56.186] [R2] started
[00:43:56.186] [R2] read: "Initial string content."
[00:43:56.186] [R5] started
[00:43:56.187] [R5] read: "Initial string content."
[00:43:56.187] [R3] started
[00:43:56.187] [W2] started
[00:43:56.187] [W2] wrote: "A"
[00:43:56.187] [W1] started
[00:43:56.187] [W1] wrote: "A"
[00:43:56.187] [R3] read: "Initial string content."
[00:43:56.187] [R1] started
[00:43:56.187] [R1] read: "A"
[00:43:56.187] [R4] started
[00:43:56.187] [W4] started
[00:43:56.187] [W4] wrote: "A"
[00:43:56.187] [R4] read: "A"
[00:43:56.187] [W3] started
[00:43:56.187] [W3] wrote: "A"
[00:43:56.187] [W5] started
[00:43:56.187] [W7] started
[00:43:56.187] [W5] wrote: "A"
[00:43:56.187] [W7] wrote: "A"
[00:43:56.187] [W8] started
[00:43:56.187] [W8] wrote: "A"
[00:43:56.187] [W6] started
[00:43:56.187] [W6] wrote: "A"
[00:43:56.211] [R3] read: "A"
[00:43:56.221] [R2] read: "A"
[00:43:56.222] [R1] read: "A"
[00:43:56.230] [R5] read: "A"
[00:43:56.230] [W8] wrote: "Hello World!"
[00:43:56.231] [W3] wrote: "Hello World!"
[00:43:56.232] [R4] read: "Hello World!"
[00:43:56.258] [R3] read: "Hello World!"
[00:43:56.260] [W4] wrote: "Hello World!"
[00:43:56.263] [W5] wrote: "Hello World!"
[00:43:56.271] [W7] wrote: "Hello World!"
[00:43:56.273] [R2] read: "Hello World!"
[00:43:56.274] [W2] wrote: "Hello World!"
[00:43:56.281] [W1] wrote: "Hello World!"
[00:43:56.281] [R1] read: "Hello World!"
[00:43:56.282] [R5] read: "Hello World!"
[00:43:56.282] [W6] wrote: "Hello World!"
[00:43:56.286] [R4] read: "Hello World!"
[00:43:56.304] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.306] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.314] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.314] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.316] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.316] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.323] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.331] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.334] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.338] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.338] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.347] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.347] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.354] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:56.360] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.360] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:56.364] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:56.367] [R2] read: "Operating systems manage hardware and software resources."
[00:43:56.367] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:56.373] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:56.373] [R3] read: "Operating systems manage hardware and software resources."
[00:43:56.375] [R1] read: "Operating systems manage hardware and software resources."
[00:43:56.379] [R5] read: "Operating systems manage hardware and software resources."
