=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[00:44:20.420] [R2] started
[00:44:20.420] [R2] read: "Initial string content."
[00:44:20.420] [R3] started
[00:44:20.420] [R3] read: "Initial string content."
[00:44:20.420] [R1] started
[00:44:20.420] [R1] read: "Initial string content."
[00:44:20.420] [W1] started
[00:44:20.420] [W1] wrote: "A"
[00:44:20.420] [R4] started
[00:44:20.420] [R4] read: "A"
[00:44:20.420] [W3] started
[00:44:20.420] [W3] wrote: "A"
[00:44:20.420] [W2] started
[00:44:20.420] [W2] wrote: "A"
[00:44:20.420] [W4] started
[00:44:20.420] [W4] wrote: "A"
[00:44:20.420] [W5] started
[00:44:20.421] [W5] wrote: "A"
[00:44:20.421] [W6] started
[00:44:20.421] [W6] wrote: "A"
[00:44:20.421] [R5] started
[00:44:20.421] [R5] read: "A"
[00:44:20.421] [W7] started
[00:44:20.421] [W7] wrote: "A"
[00:44:20.421] [W8] started
[00:44:20.421] [W8] wrote: "A"
[00:44:20.442] [R1] read: "A"
[00:44:20.445] [R3] read: "A"
[00:44:20.451] [R2] read: "A"
[00:44:20.456] [R5] read: "A"
[00:44:20.464] [R1] read: "A"
[00:44:20.465] [W7] wrote: "Hello World!"
[00:44:20.466] [R4] read: "Hello World!"
[00:44:20.471] [W4] wrote: "Hello World!"
[00:44:20.476] [R2] read: "Hello World!"
[00:44:20.478] [R5] read: "Hello World!"
[00:44:20.479] [R3] read: "Hello World!"
[00:44:20.482] [W2] wrote: "Hello World!"
[00:44:20.486] [W3] wrote: "Hello World!"
[00:44:20.493] [W1] wrote: "Hello World!"
[00:44:20.494] [W6] wrote: "Hello World!"
[00:44:20.496] [W5] wrote: "Hello World!"
[00:44:20.496] [R1] read: "Hello World!"
[00:44:20.505] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.513] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.515] [W8] wrote: "Hello World!"
[00:44:20.519] [R4] read: "Hello World!"
[00:44:20.526] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.526] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.527] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.532] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.534] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.551] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.552] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.554] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.561] [W4] wrote: "Operating systems manage hardware and software resources."
[00:44:20.565] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.570] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.572] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.578] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.580] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.583] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.587] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:20.601] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.605] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:44:20.611] [W7] wrote: "Operating systems manage hardware and software resources."
[00:44:20.612] [W3] wrote: "Operating systems manage hardware and software resources."
[00:44:20.614] [R5] read: "Operating systems manage hardware and software resources."
[00:44:20.616] [W4] wrote: "X"
[00:44:20.618] [W8] wrote: "Operating systems manage hardware and software resources."
[00:44:20.619] [W2] wrote: "Operating systems manage hardware and software resources."
[00:44:20.622] [W1] wrote: "Operating systems manage hardware and software resources."
[00:44:20.624] [R3] read: "Operating systems manage hardware and software resources."
[00:44:20.632] [R2] read: "Operating systems manage hardware and software resources."
[00:44:20.635] [W5] wrote: "Operating systems manage hardware and software resources."
[00:44:20.639] [W6] wrote: "Operating systems manage hardware and software resources."
[00:44:20.640] [R5] read: "Operating systems manage hardware and software resources."
[00:44:20.648] [R1] read: "Operating systems manage hardware and software resources."
[00:44:20.653] [W7] wrote: "X"
[00:44:20.658] [R4] read: "X"
[00:44:20.666] [R3] read: "X"
[00:44:20.673] [R1] read: "X"
[00:44:20.675] [W6] wrote: "X"
[00:44:20.678] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
