=== Shared String - Reader-Writer Problem ===
Mode: writer_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:44:04.259] [R2] started
[00:44:04.259] [R2] read: "Initial string content."
[00:44:04.259] [R1] started
[00:44:04.259] [R5] started
[00:44:04.259] [R5] read: "Initial string content."
[00:44:04.259] [R4] started
[00:44:04.259] [R4] read: "Initial string content."
[00:44:04.259] [W1] started
[00:44:04.259] [W1] wrote: "A"
[00:44:04.259] [R3] started
[00:44:04.260] [R3] read: "A"
[00:44:04.260] [W3] started
[00:44:04.260] [W3] wrote: "A"
[00:44:04.260] [W2] started
[00:44:04.260] [W2] wrote: "A"
[00:44:04.260] [R1] read: "Initial string content."
[00:44:04.260] [W4] started
[00:44:04.260] [W4] wrote: "A"
[00:44:04.260] [W5] started
[00:44:04.260] [W5] wrote: "A"
[00:44:04.260] [W6] started
[00:44:04.260] [W6] wrote: "A"
[00:44:04.260] [W7] started
[00:44:04.260] [W7] wrote: "A"
[00:44:04.260] [W8] started
[00:44:04.260] [W8] wrote: "A"
[00:44:04.286] [R4] read: "A"
[00:44:04.289] [R2] read: "A"
[00:44:04.289] [R1] read: "A"
[00:44:04.294] [R3] read: "A"
[00:44:04.296] [W5] wrote: "Hello World!"
[00:44:04.303] [W2] wrote: "Hello World!"
[00:44:04.312] [R5] read: "Hello World!"
[00:44:04.317] [R2] read: "Hello World!"
[00:44:04.320] [W4] wrote: "Hello World!"
[00:44:04.328] [R4] read: "Hello World!"
[00:44:04.331] [W8] wrote: "Hello World!"
[00:44:04.339] [R5] read: "Hello World!"
[00:44:04.339] [R1] read: "Hello World!"
[00:44:04.343] [R3] read: "Hello World!"
[00:44:04.351] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.352] [W1] wrote: "Hello World!"
[00:44:04.357] [W6] wrote: "Hello World!"
[00:44:04.359] [W3] wrote: "Hello World!"
[00:44:04.359] [W7] wrote: "Hello World!"
[00:44:04.367] [R4] read: "Hello World!"
[00:44:04.368] [R2] read: "Hello World!"
[00:44:04.368] [R1] read: "Hello World!"
[00:44:04.371] [R3] read: "Hello World!"
[00:44:04.371] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.381] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.386] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:44:04.387] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.387] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.389] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:04.400] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:04.416] [W4] wrote: "Operating systems manage hardware and software resources."
[00:44:04.419] [R1] read: "Operating systems manage hardware and software resources."
[00:44:04.421] [W6] wrote: "Operating systems manage hardware and software resources."
[00:44:04.421] [R4] read: "Operating systems manage hardware and software resources."
[00:44:04.424] [R5] read: "Operating systems manage hardware and software resources."
[00:44:04.430] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.432] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:44:04.441] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:44:04.444] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.444] [W5] wrote: "Operating systems manage hardware and software resources."
[00:44:04.445] [R5] read: "Operating systems manage hardware and software resources."
[00:44:04.445] [W2] wrote: "Operating systems manage hardware and software resources."
[00:44:04.452] [R1] read: "Operating systems manage hardware and software resources."
[00:44:04.456] [W8] wrote: "Operating systems manage hardware and software resources."
[00:44:04.456] [R3] read: "Operating systems manage hardware and software resources."
[00:44:04.457] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:44:04.460] [W6] wrote: "X"
[00:44:04.471] [R2] read: "X"
[00:44:04.473] [R4] read: "X"
[00:44:04.477] [W2] wrote: "X"
[00:44:04.484] [W3] wrote: "Operating systems manage hardware and software resources."
[00:44:04.486] [W4] wrote: "X"
[00:44:04.488] [W8] wrote: "X"
[00:44:04.489] [R1] read: "X"
[00:44:04.494] [R5] read: "X"
[00:44:04.495] [W5] wrote: "X"
[00:44:04.500] [R3] read: "X"
[00:44:04.509] [R4] read: "X"
[00:44:04.515] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.516] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.521] [W1] wrote: "Operating systems manage hardware and software resources."
[00:44:04.524] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.526] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.529] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.538] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.542] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.550] [W7] wrote: "Operating systems manage hardware and software resources."
[00:44:04.550] [R5] read: "Operating systems manage hardware and software resources."
[00:44:04.557] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.558] [R3] read: "Readers and writers must coordinate access to shared data."
[00:44:04.559] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.559] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.561] [W1] wrote: "X"
[00:44:04.569] [W3] wrote: "X"
[00:44:04.576] [R1] read: "X"
[00:44:04.576] [R2] read: "X"
[00:44:04.577] [R4] read: "X"
[00:44:04.579] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.583] [W7] wrote: "X"
[00:44:04.589] [W4] wrote: "Race!"
[00:44:04.593] [R5] read: "Race!"
[00:44:04.604] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.608] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.609] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.610] [R3] read: "Readers and writers must coordinate access to shared data."
[00:44:04.613] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.613] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.614] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.619] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.623] [R5] read: "Readers and writers must coordinate access to shared data."
[00:44:04.627] [W6] wrote: "Race!"
[00:44:04.628] [R2] read: "Race!"
[00:44:04.637] [R4] read: "Race!"
[00:44:04.640] [W2] wrote: "Race!"
[00:44:04.651] [R2] read: "Race!"
[00:44:04.651] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:44:04.658] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.658] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.662] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.666] [R4] read: "Readers and writers must coordinate access to shared data."
[00:44:04.666] [R5] read: "Readers and writers must coordinate access to shared data."
[00:44:04.673] [R1] read: "Readers and writers must coordinate access to shared data."
[00:44:04.679] [R2] read: "Readers and writers must coordinate access to shared data."
[00:44:04.679] [W5] wrote: "Race!"
[00:44:04.689] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.691] [R3] read: "Readers and writers must coordinate access to shared data."
[00:44:04.691] [R5] read: "Readers and writers must coordinate access to shared data."
[00:44:04.699] [R4] read: "Readers and writers must coordinate access to shared data."
[00:44:04.713] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.716] [W8] wrote: "Race!"
[00:44:04.716] [R5] read: "Race!"
[00:44:04.716] [R1] read: "Race!"
[00:44:04.718] [R3] read: "Race!"
[00:44:04.726] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.730] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.730] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:44:04.732] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.738] [W1] wrote: "Race!"
[00:44:04.742] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.743] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:04.745] [W7] wrote: "Race!"
[00:44:04.752] [R5] read: "Race!"
[00:44:04.755] [R1] read: "Race!"
[00:44:04.757] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.761] [W5] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.762] [R3] read: "Pthread library provides powerful threading primitives."
[00:44:04.769] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:04.770] [W2] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.774] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.776] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.783] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.784] [R1] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.784] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.801] [R3] read: "Pthread library provides powerful threading primitives."
[00:44:04.802] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:04.805] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.811] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.818] [R2] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.821] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.828] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.829] [W3] wrote: "Race!"
[00:44:04.833] [R4] read: "Race!"
[00:44:04.837] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.840] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.845] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.849] [W8] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.854] [R2] read: "Pthread library provides powerful threading primitives."
[00:44:04.865] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.869] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.870] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.871] [R5] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.872] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.873] [W1] wrote: "Pthread library provides powerful threading primitives."
[00:44:04.874] [R4] read: "Pthread library provides powerful threading primitives."
[00:44:04.884] [W4] wrote: "AB"
[00:44:04.885] [R1] read: "AB"
[00:44:04.893] [R5] read: "AB"
[00:44:04.899] [R3] read: "AB"
[00:44:04.905] [W5] wrote: "AB"
[00:44:04.906] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.906] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[00:44:04.908] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:44:04.913] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[00:44:04.913] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
