=== Shared String - Reader-Writer Problem ===
Mode: reader_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[00:43:07.742] [R1] started
[00:43:07.742] [R1] read: "Initial string content."
[00:43:07.742] [R2] started
[00:43:07.742] [R2] read: "Initial string content."
[00:43:07.742] [R3] started
[00:43:07.742] [R3] read: "Initial string content."
[00:43:07.742] [R4] started
[00:43:07.742] [R4] read: "Initial string content."
[00:43:07.742] [R5] started
[00:43:07.742] [R5] read: "Initial string content."
[00:43:07.742] [W3] started
[00:43:07.742] [W3] wrote: "A"
[00:43:07.742] [W4] started
[00:43:07.742] [W4] wrote: "A"
[00:43:07.742] [W2] started
[00:43:07.742] [W2] wrote: "A"
[00:43:07.742] [W5] started
[00:43:07.742] [W5] wrote: "A"
[00:43:07.742] [W1] started
[00:43:07.742] [W1] wrote: "A"
[00:43:07.742] [W7] started
[00:43:07.742] [W7] wrote: "A"
[00:43:07.742] [W6] started
[00:43:07.742] [W6] wrote: "A"
[00:43:07.742] [W8] started
[00:43:07.742] [W8] wrote: "A"
[00:43:07.766] [R2] read: "A"
[00:43:07.768] [R1] read: "A"
[00:43:07.777] [W8] wrote: "Hello World!"
[00:43:07.781] [W7] wrote: "Hello World!"
[00:43:07.785] [R3] read: "Hello World!"
[00:43:07.785] [R5] read: "Hello World!"
[00:43:07.788] [W4] wrote: "Hello World!"
[00:43:07.788] [W2] wrote: "Hello World!"
[00:43:07.790] [W3] wrote: "Hello World!"
[00:43:07.795] [W1] wrote: "Hello World!"
[00:43:07.796] [R4] read: "Hello World!"
[00:43:07.797] [R2] read: "Hello World!"
[00:43:07.797] [W5] wrote: "Hello World!"
[00:43:07.798] [W6] wrote: "Hello World!"
[00:43:07.803] [R1] read: "Hello World!"
[00:43:07.809] [R5] read: "Hello World!"
[00:43:07.818] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.821] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.828] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.832] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.837] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.838] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.838] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.845] [R1] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.847] [R2] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.849] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.865] [R3] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.868] [R4] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.868] [R5] read: "The quick brown fox jumps over the lazy dog."
[00:43:07.869] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.875] [W4] wrote: "Operating systems manage hardware and software resources."
[00:43:07.877] [R2] read: "Operating systems manage hardware and software resources."
[00:43:07.886] [W7] wrote: "Operating systems manage hardware and software resources."
[00:43:07.887] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.888] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[00:43:07.890] [W5] wrote: "Operating systems manage hardware and software resources."
[00:43:07.890] [W6] wrote: "Operating systems manage hardware and software resources."
[00:43:07.890] [W8] wrote: "Operating systems manage hardware and software resources."
[00:43:07.891] [R3] read: "Operating systems manage hardware and software resources."
[00:43:07.898] [R1] read: "Operating systems manage hardware and software resources."
[00:43:07.904] [R2] read: "Operating systems manage hardware and software resources."
[00:43:07.911] [R3] read: "Operating systems manage hardware and software resources."
[00:43:07.912] [W2] wrote: "Operating systems manage hardware and software resources."
[00:43:07.915] [R4] read: "Operating systems manage hardware and software resources."
[00:43:07.922] [R5] read: "Operating systems manage hardware and software resources."
[00:43:07.925] [W1] wrote: "Operating systems manage hardware and software resources."
[00:43:07.928] [W7] wrote: "X"
[00:43:07.937] [R1] read: "X"
[00:43:07.941] [W4] wrote: "X"
[00:43:07.947] [W3] wrote: "Operating systems manage hardware and software resources."
[00:43:07.947] [R2] read: "Operating systems manage hardware and software resources."
[00:43:07.950] [W2] wrote: "X"
[00:43:07.951] [W5] wrote: "X"
[00:43:07.954] [R3] read: "X"
[00:43:07.955] [R5] read: "X"
[00:43:07.964] [W8] wrote: "X"
[00:43:07.966] [R4] read: "X"
[00:43:07.975] [W6] wrote: "X"
[00:43:07.979] [R5] read: "X"
[00:43:07.982] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:07.987] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:07.990] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:07.994] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:07.999] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.003] [W1] wrote: "X"
[00:43:08.004] [W3] wrote: "X"
[00:43:08.009] [R3] read: "X"
[00:43:08.010] [R2] read: "X"
[00:43:08.018] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.019] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.028] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.029] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.030] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.032] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.040] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.046] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.046] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.056] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.059] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.065] [W6] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.068] [W7] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.071] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:08.074] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.079] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[00:43:08.080] [W4] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.085] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:08.092] [R3] read: "Readers and writers must coordinate access to shared data."
[00:43:08.094] [R1] read: "Readers and writers must coordinate access to shared data."
[00:43:08.114] [W8] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.116] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:08.123] [R3] read: "Readers and writers must coordinate access to shared data."
[00:43:08.123] [W1] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.127] [W5] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.131] [R5] read: "Readers and writers must coordinate access to shared data."
[00:43:08.134] [W2] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.135] [R2] read: "Readers and writers must coordinate access to shared data."
[00:43:08.136] [R4] read: "Readers and writers must coordinate access to shared data."
[00:43:08.141] [W3] wrote: "Readers and writers must coordinate access to shared data."
[00:43:08.142] [W7] wrote: "Race!"
[00:43:08.150] [R1] read: "Race!"
[00:43:08.159] [W4] wrote: "Race!"
[00:43:08.161] [W6] wrote: "Race!"
[00:43:08.164] [W8] wrote: "Race!"
[00:43:08.165] [R4] read: "Race!"
[00:43:08.176] [W5] wrote: "Race!"
[00:43:08.176] [R2] read: "Race!"
[00:43:08.177] [R3] read: "Race!"
[00:43:08.178] [W2] wrote: "Race!"
[00:43:08.185] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.191] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:08.199] [W1] wrote: "Race!"
[00:43:08.201] [R1] read: "Race!"
[00:43:08.202] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.207] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:43:08.215] [W3] wrote: "Race!"
[00:43:08.219] [R4] read: "Race!"
[00:43:08.222] [W7] wrote: "Pthread library provides powerful threading primitives."
[00:43:08.231] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:08.235] [R1] read: "Pthread library provides powerful threading primitives."
[00:43:08.236] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.238] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.238] [R5] read: "Mutual exclusion ensures only one writer at a time."
[00:43:08.248] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.257] [R3] read: "Mutual exclusion ensures only one writer at a time."
[00:43:08.262] [R4] read: "Mutual exclusion ensures only one writer at a time."
[00:43:08.264] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[00:43:08.266] [W4] wrote: "Pthread library provides powerful threading primitives."
[00:43:08.267] [W6] wrote: "Pthread library provides powerful threading primitives."
[00:43:08.271] [R5] read: "Pthread library provides powerful threading primitives."
[00:43:08.275] [R1] read: "Pthread library provides powerful threading primitives."
[00:43:08.277] [R3] read: "Pthread library provides powerful threading primitives."
[00:43:08.288] [R2] read: "Pthread library provides powerful threading primitives."
[00:43:08.289] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
