=== Shared String - Reader-Writer Problem ===
Mode: writer_pref
Readers: 5, Writers: 8, Duration: 8 seconds

[22:42:45.598] [R1] started
[22:42:45.598] [R1] read: "Initial string content."
[22:42:45.598] [R3] started
[22:42:45.598] [R3] read: "Initial string content."
[22:42:45.598] [R2] started
[22:42:45.598] [R2] read: "Initial string content."
[22:42:45.598] [R4] started
[22:42:45.598] [R4] read: "Initial string content."
[22:42:45.598] [W1] started
[22:42:45.598] [R5] started
[22:42:45.598] [W3] started
[22:42:45.598] [W2] started
[22:42:45.598] [W1] wrote: "A"
[22:42:45.598] [R5] read: "A"
[22:42:45.598] [W3] wrote: "A"
[22:42:45.598] [W4] started
[22:42:45.598] [W2] wrote: "A"
[22:42:45.598] [W4] wrote: "A"
[22:42:45.598] [W5] started
[22:42:45.598] [W5] wrote: "A"
[22:42:45.598] [W8] started
[22:42:45.598] [W8] wrote: "A"
[22:42:45.598] [W7] started
[22:42:45.598] [W7] wrote: "A"
[22:42:45.598] [W6] started
[22:42:45.598] [W6] wrote: "A"
[22:42:45.629] [W6] wrote: "Hello World!"
[22:42:45.630] [W1] wrote: "Hello World!"
[22:42:45.630] [R5] read: "Hello World!"
[22:42:45.635] [R4] read: "Hello World!"
[22:42:45.639] [R3] read: "Hello World!"
[22:42:45.641] [W3] wrote: "Hello World!"
[22:42:45.643] [W7] wrote: "Hello World!"
[22:42:45.644] [R1] read: "Hello World!"
[22:42:45.652] [W2] wrote: "Hello World!"
[22:42:45.653] [R2] read: "Hello World!"
[22:42:45.658] [W5] wrote: "Hello World!"
[22:42:45.666] [R5] read: "Hello World!"
[22:42:45.668] [W4] wrote: "Hello World!"
[22:42:45.674] [W8] wrote: "Hello World!"
[22:42:45.678] [R1] read: "Hello World!"
[22:42:45.678] [R4] read: "Hello World!"
[22:42:45.678] [R2] read: "Hello World!"
[22:42:45.689] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.689] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.690] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.694] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.697] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.698] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.708] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.711] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.717] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:42:45.718] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.720] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.720] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.736] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:42:45.740] [W1] wrote: "Operating systems manage hardware and software resources."
[22:42:45.741] [W8] wrote: "The quick brown fox jumps over the lazy dog."
