=== Shared String - Reader-Writer Problem ===
Mode: vanilla
Readers: 5, Writers: 8, Duration: 8 seconds
⚠️  WARNING: Vanilla mode - expect to see TORN READS (corrupted strings)!

[22:41:32.917] [R3] started
[22:41:32.918] [R3] read: "Initial string content."
[22:41:32.918] [R1] started
[22:41:32.918] [R1] read: "Initial string content."
[22:41:32.918] [R2] started
[22:41:32.918] [R2] read: "Initial string content."
[22:41:32.918] [W3] started
[22:41:32.918] [W1] started
[22:41:32.918] [R4] started
[22:41:32.918] [R4] read: "Anitial string content."
[22:41:32.918] [W2] started
[22:41:32.918] [W4] started
[22:41:32.918] [R5] started
[22:41:32.918] [R5] read: "Anitial string content."
[22:41:32.918] [W3] wrote: "A"
[22:41:32.918] [W5] started
[22:41:32.918] [W6] started
[22:41:32.918] [W7] started
[22:41:32.918] [W1] wrote: "A"
[22:41:32.918] [W8] started
[22:41:32.918] [W2] wrote: "A"
[22:41:32.918] [W4] wrote: "A"
[22:41:32.918] [W5] wrote: "A"
[22:41:32.918] [W6] wrote: "A"
[22:41:32.918] [W7] wrote: "A"
[22:41:32.918] [W8] wrote: "A"
[22:41:32.942] [R3] read: "A"
[22:41:32.944] [R4] read: "A"
[22:41:32.960] [R2] read: "A"
[22:41:32.962] [W1] wrote: "Hello World!"
[22:41:32.967] [R5] read: "Hello World!"
[22:41:32.970] [R1] read: "Hello World!"
[22:41:32.981] [W5] wrote: "Hello World!"
[22:41:32.984] [W7] wrote: "Hello World!"
[22:41:32.996] [R4] read: "Hello World!"
[22:41:32.998] [R3] read: "Hello World!"
[22:41:33.000] [W4] wrote: "Hello World!"
[22:41:33.001] [W8] wrote: "Hello World!"
[22:41:33.003] [R2] read: "Hello World!"
[22:41:33.004] [W3] wrote: "Hello World!"
[22:41:33.012] [R5] read: "Hello World!"
[22:41:33.013] [W6] wrote: "Hello World!"
[22:41:33.015] [W2] wrote: "Hello World!"
[22:41:33.016] [R4] read: "Hello World!"
[22:41:33.017] [R1] read: "Hello World!"
[22:41:33.026] [R2] read: "Hello World!"
[22:41:33.042] [R3] read: "The quick brown fox jumps over the lazy"
[22:41:33.043] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.044] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.046] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.051] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.054] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.064] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.065] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.066] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.068] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.076] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.082] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.086] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.095] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:41:33.105] [W5] wrote: "Operating systems manage hardware and software resources."
[22:41:33.106] [R2] read: "The quicg systems manage hardware and software resources."
[22:41:33.107] [R5] read: "Ope quick brown s manage hardware and software resources."
[22:41:33.109] [W3] wrote: "Operating systems manage hardware and software resources."
[22:41:33.112] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:41:33.116] [W4] wrote: "Operating systems manage hardware and software resources."
[22:41:33.116] [W6] wrote: "Operating systems manage hardware and software resources."
[22:41:33.117] [R3] read: "Operating systems manage hardware and software resources."
[22:41:33.120] [R4] read: "Operating systems manage hardware and software resources."
[22:41:33.121] [R1] read: "Operating systems manage hardware and software resources."
[22:41:33.130] [W8] wrote: "Operating systems manage hardware and software resources."
[22:41:33.137] [R3] read: "Operating systems manage hardware and software resources."
[22:41:33.143] [R4] read: "Operating systems manage hardware and software resources."
[22:41:33.151] [W1] wrote: "Operating systems manage hardware and software resources."
[22:41:33.157] [R3] read: "Operating systems manage hardware and software resources."
